ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
2315,2014-11-22,Wales,New Zealand,16,34,2014 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2316,2014-11-22,France,Argentina,13,18,2014 Autumn International,Stade de France,Saint-Denis,France,False,False,away_team
2317,2014-11-22,Italy,South Africa,6,22,2014 end-of-year test,Stadio Euganeo,Padua,Italy,False,False,away_team
2318,2014-11-22,Ireland,Australia,26,23,2014 Autumn International,Lansdowne Road,Dublin,Ireland,False,False,home_team
2319,2014-11-29,Wales,South Africa,12,6,2014 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,home_team
2320,2014-11-29,England,Australia,26,17,2014 Autumn International,Twickenham Stadium,London,England,False,False,home_team
2321,2015-02-06,Wales,England,16,21,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
2322,2015-02-07,Italy,Ireland,3,26,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2323,2015-02-07,France,Scotland,15,8,2015 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2324,2015-02-14,Ireland,France,18,11,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2325,2015-02-14,England,Italy,47,17,2015 Six Nations Championship,Twickenham,London,England,False,False,home_team
2326,2015-02-15,Scotland,Wales,23,26,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2327,2015-02-28,Scotland,Italy,19,22,2015 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
2328,2015-02-28,France,Wales,13,20,2015 Six Nations Championship,Stade de France,Paris,France,False,False,away_team
2329,2015-03-01,Ireland,England,19,9,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2330,2015-03-14,England,Scotland,25,13,2015 Six Nations Championship,Twickenham Stadium,London,England,False,False,home_team
2331,2015-03-14,Wales,Ireland,23,16,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2332,2015-03-15,Italy,France,0,29,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2333,2015-03-21,Scotland,Ireland,10,40,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2334,2015-03-21,Italy,Wales,20,61,2015 Six Nations,Stadio Olimpico,Rome,Italy,False,False,away_team
2335,2015-03-21,England,France,55,35,2015 Six Nations Championship,Twickenham,London,England,False,False,home_team
2336,2015-07-17,New Zealand,Argentina,39,18,2015 Rugby Championship,AMI Stadium,Christchurch,New Zealand,False,False,home_team
2337,2015-07-18,Australia,South Africa,24,20,2015 Rugby Championship,Lang Park,Brisbane,Australia,False,False,home_team
2338,2015-07-25,South Africa,New Zealand,20,27,2015 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,away_team
2339,2015-07-25,Argentina,Australia,9,34,2015 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina,False,False,away_team
2340,2015-08-08,Australia,New Zealand,27,19,2015 Rugby Championship,Stadium Australia,Sydney,Australia,False,False,home_team
2341,2015-08-08,Wales,Ireland,21,35,2015 Rugby World Cup warm-up tests,Millennium Stadium,Cardiff,Wales,False,False,away_team
2342,2015-08-08,South Africa,Argentina,25,37,2015 Rugby Championship,Kings Park Stadium,Durban,South Africa,False,False,away_team
2343,2015-08-15,England,France,19,14,2015 Rugby World Cup warm-up,Twickenham,London,England,False,False,home_team
2344,2015-08-15,Ireland,Scotland,28,22,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False,home_team
2345,2015-08-15,Argentina,South Africa,12,26,2015 Rugby World Cup warm-up match,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
2346,2015-08-15,New Zealand,Australia,41,13,2015 Rugby World Cup warm-up match,Eden Park,Auckland,New Zealand,False,False,home_team
2347,2015-08-22,Italy,Scotland,12,16,2015 Rugby World Cup warm-ups,Stadio Olimpico di Torino,Turin,Italy,False,False,away_team
2348,2015-08-22,France,England,25,20,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France,False,False,home_team
2349,2015-08-29,Ireland,Wales,10,16,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False,away_team
2350,2015-08-29,Scotland,Italy,48,7,2015 Rugby World Cup warm-ups,Murrayfield,Edinburgh,Scotland,False,False,home_team
2351,2015-09-05,Wales,Italy,23,19,2015 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales,False,False,home_team
2352,2015-09-05,England,Ireland,21,13,2015 Rugby World Cup Warm-up,Twickenham,London,England,False,False,home_team
2353,2015-09-05,France,Scotland,19,16,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France,False,False,home_team
2354,2015-09-19,France,Italy,32,10,2015 Rugby World Cup Pool D,Twickenham Stadium,London,England,True,True,home_team
2355,2015-09-20,New Zealand,Argentina,26,16,2015 Rugby World Cup Pool match,Wembley Stadium,London,England,True,True,home_team
2356,2015-09-26,England,Wales,25,28,2015 Rugby World Cup Pool A,Twickenham,London,England,False,True,away_team
2357,2015-10-03,South Africa,Scotland,34,16,2015 Rugby World Cup,St James Park,Newcastle,England,True,True,home_team
2358,2015-10-03,England,Australia,13,33,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England,False,True,away_team
2359,2015-10-04,Ireland,Italy,16,9,2015 Rugby World Cup Pool D,Olympic Stadium,London,England,True,True,home_team
2360,2015-10-10,Australia,Wales,15,6,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England,True,True,home_team
2361,2015-10-11,France,Ireland,9,24,2015 Rugby World Cup Pool D,Millennium Stadium,Cardiff,Wales,True,True,away_team
2362,2015-10-17,South Africa,Wales,23,19,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England,True,True,home_team
2363,2015-10-17,New Zealand,France,62,13,2015 Rugby World Cup Quarter-final,Millennium Stadium,Cardiff,Wales,True,True,home_team
2364,2015-10-18,Ireland,Argentina,20,43,2015 Rugby World Cup quarter-final,Millennium Stadium,Cardiff,Wales,True,True,away_team
2365,2015-10-18,Australia,Scotland,35,34,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England,True,True,home_team
2366,2015-10-24,South Africa,New Zealand,18,20,2015 Rugby World Cup Semi-final,Twickenham Stadium,London,England,True,True,away_team
2367,2015-10-25,Argentina,Australia,15,29,2015 Rugby World Cup Semi-finals,Twickenham,London,England,True,True,away_team
2368,2015-10-30,South Africa,Argentina,24,13,2015 Rugby World Cup Bronze final,Olympic Stadium,London,England,True,True,home_team
2369,2015-10-31,New Zealand,Australia,34,17,2015 Rugby World Cup Final,Twickenham Stadium,London,England,True,True,home_team
2370,2016-02-06,France,Italy,23,21,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2371,2016-02-06,Scotland,England,9,15,2016 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2372,2016-02-07,Ireland,Wales,16,16,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,
2373,2016-02-13,Wales,Scotland,27,23,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2374,2016-02-13,France,Ireland,10,9,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2375,2016-02-14,Italy,England,9,40,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2376,2016-02-26,Wales,France,19,10,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2377,2016-02-27,Italy,Scotland,20,36,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2378,2016-02-27,England,Ireland,21,10,2016 Six Nations Championship,Twickenham,London,England,False,False,home_team
2379,2016-03-12,Ireland,Italy,58,15,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2380,2016-03-12,England,Wales,25,21,2016 Six Nations Championship,Twickenham,London,England,False,False,home_team
2381,2016-03-13,Scotland,France,29,18,2016 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2382,2016-03-19,Wales,Italy,67,14,2016 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
2383,2016-03-19,France,England,21,31,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
2384,2016-03-19,Ireland,Scotland,35,25,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2385,2016-05-29,England,Wales,27,13,2016 Summer International,Twickenham,London,England,False,False,home_team
2386,2016-06-11,Australia,England,28,39,2016 England tour of Australia,Lang Park,Brisbane,Australia,False,False,away_team
2387,2016-06-11,New Zealand,Wales,39,21,2016 Wales tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
2388,2016-06-11,South Africa,Ireland,20,26,2016 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False,away_team
2389,2016-06-11,Argentina,Italy,30,24,2016 mid year test,Estadio B.G Estanislao López,Santa Fe,Argentina,False,False,home_team
2390,2016-06-18,South Africa,Ireland,32,26,2016 Ireland rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False,home_team
2391,2016-06-18,Australia,England,7,23,2016 England tour of Australia,Melbourne Rectangular Stadium,Melbourne,Australia,False,False,away_team
2392,2016-06-18,New Zealand,Wales,36,22,2016 Wales tour of New Zealand,Wellington Regional Stadium,Wellington,New Zealand,False,False,home_team
2393,2016-06-19,Argentina,France,30,19,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina,False,False,home_team
2394,2016-06-25,New Zealand,Wales,46,6,2016 Wales tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,home_team
2395,2016-06-25,South Africa,Ireland,19,13,2016 Ireland rugby union tour of South Africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False,home_team
2396,2016-06-25,Argentina,France,0,27,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina,False,False,away_team
2397,2016-06-25,Australia,England,40,44,2016 England tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False,away_team
2398,2016-08-20,Australia,New Zealand,8,42,2016 Rugby Championship,Stadium Australia,Sydney,Australia,False,False,away_team
2399,2016-08-20,South Africa,Argentina,30,23,2016 Rugby Championship,Mbombela Stadium,Mbombela,South Africa,False,False,home_team
2400,2016-08-27,Argentina,South Africa,26,24,2016 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False,home_team
2401,2016-08-27,New Zealand,Australia,29,9,2016 Rugby Championship,Wellington Regional Stadium,Wellington,New Zealand,False,False,home_team
2402,2016-09-10,New Zealand,Argentina,57,22,2016 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,home_team
2403,2016-09-10,Australia,South Africa,23,17,2016 Rugby Championship,Lang Park,Brisbane,Australia,False,False,home_team
2404,2016-09-17,New Zealand,South Africa,41,13,2016 Rugby Championship,Rugby League Park,Christchurch,New Zealand,False,False,home_team
2405,2016-09-17,Australia,Argentina,36,20,2016 Rugby Championship,Perth Oval,Perth,Australia,False,False,home_team
2406,2016-10-01,Argentina,New Zealand,17,36,2016 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
2407,2016-10-01,South Africa,Australia,18,10,2016 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team
2408,2016-10-08,Argentina,Australia,21,33,2016 Rugby Championship,Twickenham,London,England,True,False,away_team
2409,2016-10-08,South Africa,New Zealand,15,57,2016 Rugby Championship,Kings Park Stadium,Durban,South Africa,False,False,away_team
2410,2016-10-22,New Zealand,Australia,37,10,2016 Autumn International,Eden Park,Auckland,New Zealand,False,False,home_team
2411,2016-11-05,Wales,Australia,8,32,2016 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2412,2016-11-05,Ireland,New Zealand,40,29,2016 Autumn International,Soldier Field,Chicago,United States,True,False,home_team
2413,2016-11-12,Italy,New Zealand,10,68,2016 end-of-year internationals,Stadio Olimpico,Rome,Italy,False,False,away_team
2414,2016-11-12,Wales,Argentina,24,20,2016 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,home_team
2415,2016-11-12,Scotland,Australia,22,23,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2416,2016-11-12,England,South Africa,37,21,2016 Autumn International,Twickenham,London,England,False,False,home_team
2417,2016-11-19,Scotland,Argentina,19,16,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2418,2016-11-19,Italy,South Africa,20,18,2016 end-of-year test,Stadio Artemio Franchi,Florence,Italy,False,False,home_team
2419,2016-11-19,France,Australia,23,25,2016 Autumn International,Stade de France,Saint-Denis,France,False,False,away_team
2420,2016-11-19,Ireland,New Zealand,9,21,2016 Autumn International,Aviva Stadium,Dublin,Ireland,False,False,away_team
2421,2016-11-26,Wales,South Africa,27,13,2016 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False,home_team
2422,2016-11-26,Ireland,Australia,27,24,2016 Autumn International,Lansdowne Road,Dublin,Ireland,False,False,home_team
2423,2016-11-26,France,New Zealand,19,24,2016 end-of year test,Stade de France,Saint-Denis,France,False,False,away_team
2424,2016-11-26,England,Argentina,27,14,2016 Autumn International,Twickenham,London,England,False,False,home_team
2425,2016-12-03,England,Australia,37,21,2016 Autumn International,Twickenham Stadium,London,England,False,False,home_team
2426,2017-02-04,Scotland,Ireland,27,22,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2427,2017-02-04,England,France,19,16,2017 Six Nations Championship,Twickenham,London,England,False,False,home_team
2428,2017-02-05,Italy,Wales,7,33,2017 Six Nations,Stadio Olimpico,Rome,Italy,False,False,away_team
2429,2017-02-11,Italy,Ireland,10,63,2017 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2430,2017-02-11,Wales,England,16,21,2017 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
2431,2017-02-12,France,Scotland,22,16,2017 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2432,2017-02-25,Ireland,France,19,9,2017 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2433,2017-02-25,Scotland,Wales,29,13,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2434,2017-02-26,England,Italy,36,15,2017 Six Nations Championship,Twickenham,London,England,False,False,home_team
2435,2017-03-10,Wales,Ireland,22,9,2017 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2436,2017-03-11,England,Scotland,61,21,2017 Six Nations Championship,Twickenham Stadium,London,England,False,False,home_team
2437,2017-03-11,Italy,France,18,40,2017 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2438,2017-03-18,Scotland,Italy,29,0,2017 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2439,2017-03-18,France,Wales,20,18,2017 Six Nations Championship,Stade de France,Paris,France,False,False,home_team
2440,2017-03-18,Ireland,England,13,9,2017 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2441,2017-06-10,Argentina,England,34,38,2017 England tour of Argentina,Estadio Bicentenario,San Juan,Argentina,False,False,away_team
2442,2017-06-10,Italy,Scotland,13,34,2017 mid-year test,National Stadium,Singapore,Singapore,True,False,away_team
2443,2017-06-10,South Africa,France,37,14,2017 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
2444,2017-06-17,Argentina,England,25,35,2017 England tour of Argentina,Estadio Estanislao López,Santa Fe,Argentina,False,False,away_team
2445,2017-06-17,Australia,Scotland,19,24,2017 Summer International,Sydney Football Stadium,Sydney,Australia,False,False,away_team
2446,2017-06-17,South Africa,France,37,15,2017 France rugby union tour of South Africa,Kings Park,Durban,South Africa,False,False,home_team
2447,2017-06-24,South Africa,France,35,12,2017 France rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False,home_team
2448,2017-06-24,Australia,Italy,40,27,2017 Summer International,Lang Park,Brisbane,Australia,False,False,home_team
2449,2017-08-19,South Africa,Argentina,37,15,2017 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False,home_team
2450,2017-08-19,Australia,New Zealand,34,54,2017 Rugby Championship,Stadium Australia,Sydney,Australia,False,False,away_team
2451,2017-08-26,New Zealand,Australia,35,29,2017 Rugby Championship,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,home_team
2452,2017-08-26,Argentina,South Africa,23,41,2017 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False,away_team
2453,2017-09-09,New Zealand,Argentina,39,22,2017 Rugby Championship,Yarrow Stadium,New Plymouth,New Zealand,False,False,home_team
2454,2017-09-09,Australia,South Africa,23,23,2017 Rugby Championship,Perth Oval,Perth,Australia,False,False,
2455,2017-09-16,Australia,Argentina,45,20,2017 Rugby Championship,Canberra Stadium,Canberra,Australia,False,False,home_team
2456,2017-09-16,New Zealand,South Africa,57,0,2017 Rugby Championship,North Harbour Stadium,Albany,New Zealand,False,False,home_team
2457,2017-09-30,South Africa,Australia,27,27,2017 Rugby Championship,Free State Stadium,Bloemfontein,South Africa,False,False,
2458,2017-09-30,Argentina,New Zealand,10,36,2017 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
2459,2017-10-07,Argentina,Australia,20,37,2017 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina,False,False,away_team
2460,2017-10-07,South Africa,New Zealand,24,25,2017 Rugby Championship,Newlands,Cape Town,South Africa,False,False,away_team
2461,2017-10-21,Australia,New Zealand,23,18,2017 Autumn International,Lang Park,Brisbane,Australia,False,False,home_team
2462,2017-11-11,Wales,Australia,21,29,2017 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2463,2017-11-11,Ireland,South Africa,38,3,2017 end-of-year test,Aviva Stadium,Dublin,Ireland,False,False,home_team
2464,2017-11-11,England,Argentina,21,8,2017 Autumn International,Twickenham,London,England,False,False,home_team
2465,2017-11-11,France,New Zealand,18,38,2017 end-of year test,Stade de France,Saint-Denis,France,False,False,away_team
2466,2017-11-18,Scotland,New Zealand,17,22,2017 Autumn International,Murrayfield,Edinburgh,Scotland,False,False,away_team
2467,2017-11-18,Italy,Argentina,15,31,2017 end of year test,Stadio Artemio Franchi,Florence,Italy,False,False,away_team
2468,2017-11-18,France,South Africa,17,18,2017 end-of-year test,Stade de France,Saint-Denis,France,False,False,away_team
2469,2017-11-18,England,Australia,30,6,2017 Autumn International,Twickenham Stadium,London,England,False,False,home_team
2470,2017-11-25,Scotland,Australia,53,24,2017 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2471,2017-11-25,Ireland,Argentina,28,19,2017 Autumn Internationals,Aviva Stadium,Dublin,Ireland,False,False,home_team
2472,2017-11-25,Wales,New Zealand,18,33,2017 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2473,2017-11-25,Italy,South Africa,6,35,2017 end-of-year test,Stadio Euganeo,Padua,Italy,False,False,away_team
2474,2017-12-02,Wales,South Africa,24,22,2017 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False,home_team
2475,2018-02-03,Wales,Scotland,34,7,2018 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2476,2018-02-03,France,Ireland,13,15,2018 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
2477,2018-02-04,Italy,England,15,46,2018 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2478,2018-02-10,England,Wales,12,6,2018 Six Nations Championship,Twickenham,London,England,False,False,home_team
2479,2018-02-10,Ireland,Italy,56,19,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2480,2018-02-11,Scotland,France,32,26,2018 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2481,2018-02-23,France,Italy,34,17,2018 Six Nations Championship,Stade Vélodrome,Marseille,France,False,False,home_team
2482,2018-02-24,Ireland,Wales,37,27,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2483,2018-02-24,Scotland,England,25,13,2018 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2484,2018-03-10,Ireland,Scotland,28,8,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2485,2018-03-10,France,England,22,16,2018 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2486,2018-03-11,Wales,Italy,38,14,2018 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
2487,2018-03-17,Italy,Scotland,27,29,2018 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2488,2018-03-17,Wales,France,14,13,2018 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2489,2018-03-17,England,Ireland,15,24,2018 Six Nations Championship,Twickenham,London,England,False,False,away_team
2490,2018-06-02,South Africa,Wales,20,22,2018 mid-year test,RFK Stadium,Washington,United States,True,False,away_team
2491,2018-06-09,New Zealand,France,52,11,2018 French tour to New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
2492,2018-06-09,Australia,Ireland,18,9,2018 Ireland tour of Australia,Lang Park,Brisbane,Australia,False,False,home_team
2493,2018-06-09,Argentina,Wales,10,23,2018 Wales tour of Argentina and North America,Estadio San Juan del Bicentenario,San Juan,Argentina,False,False,away_team
2494,2018-06-09,South Africa,England,42,39,2018 England rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False,home_team
2495,2018-06-16,Australia,Ireland,21,26,2018 Ireland tour of Australia,Melbourne Rec. Stadium,Melbourne,Australia,False,False,away_team
2496,2018-06-16,New Zealand,France,26,13,2018 French tour to New Zealand,Westpac Stadium,Wellington,New Zealand,False,False,home_team
2497,2018-06-16,Argentina,Wales,12,30,2018 Wales tour of Argentina and North America,Estadio Centenario,Resistencia,Argentina,False,False,away_team
2498,2018-06-16,South Africa,England,23,12,2018 England rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False,home_team
2499,2018-06-23,New Zealand,France,49,14,2018 French tour to New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,home_team
2500,2018-06-23,South Africa,England,10,25,2018 England rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False,away_team
2501,2018-06-23,Argentina,Scotland,15,44,2018 Summer International,Estadio Centenario,Resistencia,Argentina,False,False,away_team
2502,2018-06-23,Australia,Ireland,16,20,2018 Ireland tour of Australia,Stadium Australia,Sydney,Australia,False,False,away_team
2503,2018-08-18,South Africa,Argentina,34,21,2018 Rugby Championship,Kings Park Stadium,Durban,South Africa,False,False,home_team
2504,2018-08-18,Australia,New Zealand,13,38,2018 Rugby Championship,Stadium Australia,Sydney,Australia,False,False,away_team
2505,2018-08-25,New Zealand,Australia,40,12,2018 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,home_team
2506,2018-08-25,Argentina,South Africa,32,19,2018 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,home_team
2507,2018-09-08,Australia,South Africa,23,18,2018 Rugby Championship,Lang Park,Brisbane,Australia,False,False,home_team
2508,2018-09-08,New Zealand,Argentina,46,24,2018 Rugby Championship,Trafalgar Park,Nelson,New Zealand,False,False,home_team
2509,2018-09-15,New Zealand,South Africa,34,36,2018 Rugby Championship,Westpac Stadium,Wellington,New Zealand,False,False,away_team
2510,2018-09-15,Australia,Argentina,19,23,2018 Rugby Championship,Robina Stadium,Gold Coast,Australia,False,False,away_team
2511,2018-09-29,Argentina,New Zealand,17,35,2018 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
2512,2018-09-29,South Africa,Australia,23,12,2018 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False,home_team
2513,2018-10-06,Argentina,Australia,34,45,2018 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False,away_team
2514,2018-10-06,South Africa,New Zealand,30,32,2018 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,away_team
2515,2018-10-27,New Zealand,Australia,37,20,2018 Autumn International,Nissan Stadium,Yokohama,Japan,True,False,home_team
2516,2018-11-03,England,South Africa,12,11,2018 Autumn International,Twickenham,London,England,False,False,home_team
2517,2018-11-03,Ireland,Italy,54,7,2018 Autumn Internationals,Soldier Field,Chicago,United States,True,False,home_team
2518,2018-11-03,Wales,Scotland,21,10,2018 Autumn international,Millennium Stadium,Cardiff,Wales,False,False,home_team
2519,2018-11-10,Ireland,Argentina,28,17,2018 Autumn Internationals,Aviva Stadium,Dublin,Ireland,False,False,home_team
2520,2018-11-10,England,New Zealand,15,16,2018 Autumn International,Twickenham,London,England,False,False,away_team
2521,2018-11-10,France,South Africa,26,29,2018 end-of-year test,Stade de France,Saint-Denis,France,False,False,away_team
2522,2018-11-10,Wales,Australia,9,6,2018 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,home_team
2523,2018-11-17,France,Argentina,28,13,2018 Autumn International,Stade Pierre-Mauroy,Lille,France,False,False,home_team
2524,2018-11-17,Ireland,New Zealand,16,9,2018 Autumn International,Aviva Stadium,Dublin,Ireland,False,False,home_team
2525,2018-11-17,Scotland,South Africa,20,26,2018 Autumn International,Murrayfield,Edinburgh,Scotland,False,False,away_team
2526,2018-11-17,Italy,Australia,7,26,2018 Autumn International,Stadio Euganeo,Padova,Italy,False,False,away_team
2527,2018-11-24,Wales,South Africa,20,11,2018 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False,home_team
2528,2018-11-24,Scotland,Argentina,14,9,2018 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2529,2018-11-24,Italy,New Zealand,3,66,2018 end-of-year internationals,Stadio Olimpico,Rome,Italy,False,False,away_team
2530,2018-11-24,England,Australia,37,18,2018 Autumn International,Twickenham Stadium,London,England,False,False,home_team
2531,2019-02-01,France,Wales,19,24,2019 Six Nations Championship,Stade de France,Paris,France,False,False,away_team
2532,2019-02-02,Scotland,Italy,33,20,2019 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2533,2019-02-02,Ireland,England,20,32,2019 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,away_team
2534,2019-02-09,Italy,Wales,15,26,2019 Six Nations,Stadio Olimpico,Rome,Italy,False,False,away_team
2535,2019-02-09,Scotland,Ireland,13,22,2019 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2536,2019-02-10,England,France,44,8,2019 Six Nations Championship,Twickenham,London,England,False,False,home_team
2537,2019-02-23,France,Scotland,27,10,2019 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2538,2019-02-23,Wales,England,21,13,2019 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2539,2019-02-24,Italy,Ireland,16,26,2019 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2540,2019-03-09,England,Italy,57,14,2019 Six Nations Championship,Twickenham,London,England,False,False,home_team
2541,2019-03-09,Scotland,Wales,11,18,2019 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2542,2019-03-10,Ireland,France,26,14,2019 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2543,2019-03-16,Italy,France,14,25,2019 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2544,2019-03-16,Wales,Ireland,25,7,2019 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2545,2019-03-16,England,Scotland,38,38,2019 Six Nations Championship,Twickenham Stadium,London,England,False,False,
